shots_ontarget_win,shots_ontarget_lost,shots_offtarget_win,shots_offtarget_lost,shotsblocked_win,shotsblocked_lost,chances2score_win,chances2score_lost,drib_success_win,drib_success_lost,drib_unsuccess_win,drib_unsuccess_lost,keypasses_win,keypasses_lost,owngoals_win,owngoals_lost,dangmistakes_win,dangmistakes_lost,ycards_win,ycards_lost,rcards_win,rcards_lost,interceptions_win,interceptions_lost,Predicted_Value,fixture_id
2.0,6.0,3.0,12.0,1.393228e-07,3.0,4.0,16.0,2.0,7.0,3.0,4.0,0.99999994,5.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,28.0,19.0,0.009053651,1710887
2.0,0.99999994,2.0000002,5.0,1.0,2.0,3.0000002,3.0,4.0,1.9999998,2.0,6.0,2.0,6.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,29.0,0.99449784,1711127
5.0,1.5796458e-07,6.0,2.0,4.0,-6.181222e-08,7.0,2.0,4.0,5.0,1.0000002,0.99999994,1.923047e-07,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,11.999999,20.0,0.993214,1710993
1.0000001,4.0,5.0,8.0,1.0,4.0,4.0,8.0,5.0,4.0,2.433243e-07,1.9999999,3.0,0.99999994,-1.8396495e-10,-2.7594743e-10,3.0,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,22.0,13.0,0.0050228154,1710823
4.0,1.5796458e-07,6.0,2.0,2.0,0.99999994,7.0,-2.727587e-07,5.0,5.0,4.0,3.0,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,4.0,4.982384e-10,-1.5483717e-09,6.0000005,33.0,0.9929766,1711059
3.0,3.0,5.0,3.0,4.0,0.99999994,3.0000002,4.0,4.0,1.9999998,2.0,4.0,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,2.0,4.982384e-10,-1.5483717e-09,18.0,23.0,0.020986184,1710904
3.0,3.0,2.0000002,10.0,1.393228e-07,3.0,4.0,8.0,6.0,7.0,2.0,5.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,19.0,18.0,0.97362375,1711137
3.0,2.0,7.0,3.0,2.0,0.99999994,8.0,3.0,3.0,7.0,2.0,3.0,7.0,0.99999994,-1.8396495e-10,-2.7594743e-10,3.0,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,20.0,31.0,0.97468024,1710998
10.0,0.99999994,2.0000002,2.0,2.0,0.99999994,5.0,2.0,4.0,1.9999998,6.0,1.9999999,3.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,25.0,27.0,0.99536633,1711106
6.0,6.0,8.0,6.0,6.0,2.0,7.0,6.0,8.0,10.0,1.0000002,7.0,3.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,3.0,1.0,4.982384e-10,-1.5483717e-09,20.0,15.0,0.97401726,1711158
1.0000001,2.0,5.0,6.0,2.0,2.0,4.0,5.0,2.0,0.99999976,6.0,3.0,4.0,3.0,-1.8396495e-10,-2.7594743e-10,4.0,1.1283184e-08,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,29.0,12.0,0.0072777485,1710892
5.0,0.99999994,1.0000002,8.0,1.393228e-07,2.0,4.0,6.0,3.0,6.0,3.0,0.99999994,3.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,15.0,17.0,0.02681653,1710881
1.0000001,6.0,1.0000002,11.0,1.393228e-07,5.0,2.0000002,11.0,5.0,0.99999976,4.0,6.0,1.923047e-07,8.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,23.0,17.0,0.02737383,1710954
4.0,4.0,5.0,8.0,2.0,3.0,8.0,8.0,2.0,14.0,4.0,13.0,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,-4.2189296e-08,2.0,4.982384e-10,-1.5483717e-09,7.0000005,36.0,0.015524623,1710874
4.0,2.0,6.0,8.0,1.0,2.0,8.0,10.0,5.0,4.0,6.0,1.9999999,6.0,6.9999995,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,2.0,4.982384e-10,-1.5483717e-09,20.0,26.0,0.9946569,1711110
2.0,1.5796458e-07,7.0,10.0,5.0,3.0,3.0000002,6.0,1.0000002,0.99999976,1.0000002,-6.3774515e-08,0.99999994,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,10.0,15.0,0.6686916,1711069
2.0,2.0,9.0,9.0,6.0,7.0,8.0,8.0,4.0,0.99999976,3.0,-6.3774515e-08,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,2.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,19.0,0.017119022,1711167
6.0,2.0,13.0,2.0,5.0,0.99999994,20.0,2.0,11.0,10.0,3.0,7.0,9.0,0.99999994,-1.8396495e-10,1.0,1.0,4.0,-4.2189296e-08,2.0,4.982384e-10,-1.5483717e-09,6.0000005,22.0,0.9956463,1711094
2.0,3.0,7.0,4.0,2.0,-6.181222e-08,7.0,7.0,8.0,1.9999998,7.0,5.0,3.0,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,30.0,0.95101184,1711178
7.0,1.5796458e-07,3.0,6.0,2.0,5.0,8.0,2.0,2.0,3.0,4.0,4.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,2.0,3.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,20.0,15.0,0.9832149,1711170
5.0,2.0,3.0,9.0,2.0,3.0,6.0,10.0,7.0,9.0,6.0,1.9999999,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,22.0,29.0,0.6311994,1711063
1.0498267e-07,2.0,7.0,4.0,3.0,3.0,3.0000002,3.0,8.0,1.9999998,6.0,5.0,1.923047e-07,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,4.0,4.982384e-10,-1.5483717e-09,28.0,23.0,0.032059766,1710886
3.0,6.0,14.0,8.0,6.0,7.0,5.0,9.0,8.0,0.99999976,2.0,-6.3774515e-08,2.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,6.0,2.0,1.0,4.982384e-10,-1.5483717e-09,25.0,30.0,0.0075635808,1710869
3.0,4.0,3.0,5.0,1.0,2.0,6.0,6.0,6.0,8.0,10.0,13.0,1.923047e-07,4.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,29.0,30.0,0.07561161,1710923
3.0,6.0,3.0,8.0,1.393228e-07,3.0,4.0,8.0,11.0,10.0,8.0,3.0,0.99999994,4.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,15.0,18.0,0.0038228435,1710828
1.0498267e-07,5.0,3.0,3.0,2.0,2.0,4.0,7.0,3.0,6.0,3.0,3.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,3.0,1.0,4.982384e-10,-1.5483717e-09,28.0,19.0,0.003836117,1710885
4.0,2.0,7.0,3.0,4.0,-6.181222e-08,8.0,5.0,2.0,7.0,5.0,1.9999999,4.0,4.0,-1.8396495e-10,-2.7594743e-10,1.0,1.0,1.0,2.0,4.982384e-10,-1.5483717e-09,23.0,47.0,0.99372137,1711115
4.0,2.0,6.0,4.0,3.0,0.99999994,5.0,4.0,5.0,3.0,4.0,1.9999999,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,2.0,3.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,16.0,27.0,0.99249965,1711043
4.0,3.0,4.0,15.0,1.0,5.0,5.0,8.0,5.0,1.9999998,1.0000002,0.99999994,3.0,6.9999995,-1.8396495e-10,-2.7594743e-10,2.0,1.0,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,24.0,27.0,0.90470904,1711174
4.0,1.5796458e-07,5.0,3.0,3.0,2.0,6.0,4.0,6.0,4.0,5.0,3.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,10.0,28.0,0.9953199,1711091
4.0,2.0,2.0000002,3.0,1.393228e-07,0.99999994,3.0000002,4.0,2.0,8.0,5.0,6.0,4.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,-4.2189296e-08,2.0,4.982384e-10,-1.5483717e-09,15.0,18.0,0.99369895,1711098
5.0,3.0,3.0,4.0,1.0,3.0,3.0000002,4.0,10.0,8.0,9.0,3.0,2.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,28.0,17.0,0.98463225,1710989
4.0,4.0,4.0,11.0,2.0,4.0,5.0,9.0,14.0,8.0,7.0,4.0,3.0,6.9999995,-1.8396495e-10,-2.7594743e-10,1.0,1.0,1.0,3.0,4.982384e-10,-1.5483717e-09,20.0,30.0,0.9076743,1710855
6.0,3.0,5.0,3.0,1.0,-6.181222e-08,9.0,5.0,9.0,3.0,7.0,4.0,5.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,1.0,4.982384e-10,-1.5483717e-09,33.0,15.0,0.9832582,1711039
3.0,3.0,3.0,3.0,2.0,-6.181222e-08,3.0000002,5.0,4.0,3.0,2.0,1.9999999,3.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,2.0,4.982384e-10,-1.5483717e-09,12.999999,15.0,0.4790107,1711165
2.0,2.0,2.0000002,7.0,2.0,3.0,3.0000002,11.0,1.0000002,6.0,2.0,4.0,0.99999994,2.0,1.0,-2.7594743e-10,2.0,1.0,-4.2189296e-08,2.0,4.982384e-10,-1.5483717e-09,18.0,20.0,0.992007,1710803
2.0,4.0,5.0,1.0000002,4.0,0.99999994,6.0,4.0,10.0,4.0,5.0,5.0,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.0,5.0,1.0,4.982384e-10,-1.5483717e-09,12.999999,22.0,0.0075533623,1710879
3.0,2.0,12.0,5.0,6.0,2.0,9.0,5.0,8.0,3.0,4.0,3.0,5.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,-4.2189296e-08,3.0,4.982384e-10,-1.5483717e-09,19.0,28.0,0.14604463,1711024
2.0,4.0,5.0,12.0,1.0,7.0,5.0,8.0,2.0,5.0,6.0,4.0,3.0,4.0,-1.8396495e-10,-2.7594743e-10,2.0,1.0,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,25.0,14.0,0.0059141684,1710991
8.0,4.0,8.0,7.0,3.0,2.0,14.0,7.0,9.0,3.0,2.0,6.0,6.0,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,3.0,2.0,1.0,4.982384e-10,-1.5483717e-09,17.0,17.0,0.9528792,1711027
2.0,4.0,9.0,11.0,3.0,6.0,9.0,9.0,3.0,7.0,2.0,9.0,4.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,23.0,28.0,0.6451448,1710947
1.0498267e-07,5.0,8.0,5.0,4.0,4.0,4.0,5.0,11.0,6.0,5.0,4.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,1.0,4.0,4.982384e-10,-1.5483717e-09,26.0,38.0,0.0039321673,1710941
4.0,4.0,9.0,3.0,6.0,-6.181222e-08,7.0,5.0,11.0,5.0,4.0,0.99999994,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,2.0,4.982384e-10,-1.5483717e-09,15.0,25.0,0.21869513,1710968
1.0498267e-07,0.99999994,4.0,14.0,3.0,7.0,3.0000002,6.0,4.0,13.0,1.0000002,3.0,0.99999994,3.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,27.0,9.0,0.29684395,1710922
8.0,2.0,10.0,3.0,4.0,0.99999994,15.0,4.0,5.0,1.9999998,2.433243e-07,6.0,6.0,-1.9721043e-07,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,2.0,4.982384e-10,-1.5483717e-09,22.0,28.0,0.01548968,1711112
4.0,6.0,13.0,10.0,3.0,5.0,14.0,10.0,4.0,4.0,3.0,3.0,6.0,8.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,2.0,4.982384e-10,-1.5483717e-09,28.0,15.0,0.71910775,1710906
5.0,5.0,6.0,3.0,4.0,0.99999994,2.0000002,5.0,2.0,3.0,5.0,1.9999999,0.99999994,0.99999994,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,3.0,4.0,4.982384e-10,-1.5483717e-09,12.999999,26.0,0.6176263,1711138
3.0,5.0,4.0,8.0,3.0,6.0,2.0000002,8.0,4.0,5.0,3.0,3.0,0.99999994,5.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,1.0,4.982384e-10,-1.5483717e-09,22.0,24.0,0.92875487,1711132
2.0,5.0,5.0,5.0,1.0,2.0,4.0,6.0,6.0,3.0,6.0,1.9999999,1.923047e-07,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,2.0,2.0,4.982384e-10,-1.5483717e-09,27.0,24.0,0.008902964,1710976
4.0,7.0,7.0,7.0,3.0,3.0,5.0,10.0,6.0,8.0,3.0,5.0,3.0,3.0,-1.8396495e-10,-2.7594743e-10,2.0,1.1283184e-08,-4.2189296e-08,1.0,4.982384e-10,-1.5483717e-09,9.0,15.0,0.015462625,1711181
4.0,6.0,6.0,12.0,2.0,5.0,8.0,12.0,9.0,8.0,4.0,7.0,2.0,4.0,-1.8396495e-10,-2.7594743e-10,2.0,2.0,2.0,1.0,4.982384e-10,-1.5483717e-09,25.0,20.0,0.023525625,1710827
8.0,3.0,5.0,9.0,3.0,2.0,7.0,8.0,6.0,10.0,11.0,3.0,1.923047e-07,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.0,1.0,1.0,4.982384e-10,-1.5483717e-09,20.0,33.0,0.9900142,1711092
2.0,4.0,4.0,4.0,1.0,3.0,3.0000002,4.0,4.0,5.0,3.0,1.9999999,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,1.1283184e-08,1.0,-6.426509e-08,4.982384e-10,-1.5483717e-09,8.0,36.0,0.99088895,1710903
1.0000001,4.0,7.0,2.0,1.0,0.99999994,6.0,5.0,1.0000002,1.9999998,2.0,0.99999994,2.0,0.99999994,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,-4.2189296e-08,2.0,1.0,-1.5483717e-09,18.0,38.0,0.02463644,1710952
5.0,2.0,11.0,2.0,6.0,-6.181222e-08,11.0,2.0,5.0,5.0,6.0,1.9999999,6.0,0.99999994,-1.8396495e-10,1.0,1.0,3.0,4.0,2.0,4.982384e-10,-1.5483717e-09,17.0,18.0,0.9956292,1710820
1.0000001,3.0,7.0,6.0,4.0,3.0,3.0000002,5.0,5.0,0.99999976,3.0,3.0,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,1.0,1.1283184e-08,-4.2189296e-08,-6.426509e-08,4.982384e-10,-1.5483717e-09,18.0,21.0,0.4870599,1710932
4.0,2.0,3.0,2.0,1.0,-6.181222e-08,3.0000002,5.0,6.0,6.0,7.0,4.0,2.0,2.0,-1.8396495e-10,-2.7594743e-10,-9.075604e-09,2.0,2.0,1.0,4.982384e-10,-1.5483717e-09,10.0,36.0,0.9953858,1711080
2.0,4.0,2.0000002,2.0,1.393228e-07,0.99999994,4.0,2.0,5.0,8.0,4.0,1.9999999,0.99999994,2.0,-1.8396495e-10,-2.7594743e-10,2.0,1.0,1.0,2.0,4.982384e-10,-1.5483717e-09,23.0,31.0,0.005047018,1710946
